Year,Team,Rank,G,W,L,LgWin,WSWin,Name
1997,LAN,2,162,88,74,N,N,Los Angeles Dodgers
1997,MIN,4,162,68,94,N,N,Minnesota Twins
1997,ML4,3,161,78,83,N,N,Milwaukee Brewers
1997,MON,4,162,78,84,N,N,Montreal Expos
1997,NYA,2,162,96,66,N,N,New York Yankees
1997,NYN,3,162,88,74,N,N,New York Mets
1997,OAK,4,162,65,97,N,N,Oakland Athletics
1997,PHI,5,162,68,94,N,N,Philadelphia Phillies
1997,PIT,2,162,79,83,N,N,Pittsburgh Pirates
1997,SDN,4,162,76,86,N,N,San Diego Padres
1997,SEA,1,162,90,72,N,N,Seattle Mariners
1997,SFN,1,162,90,72,N,N,San Francisco Giants
1997,SLN,4,162,73,89,N,N,St. Louis Cardinals
1997,TEX,3,162,77,85,N,N,Texas Rangers
1997,TOR,5,162,76,86,N,N,Toronto Blue Jays
1998,ANA,2,162,85,77,N,N,Anaheim Angels
1998,ARI,5,162,65,97,N,N,Arizona Diamondbacks
1998,ATL,1,162,106,56,N,N,Atlanta Braves
1998,BAL,4,162,79,83,N,N,Baltimore Orioles
1998,BOS,2,162,92,70,N,N,Boston Red Sox
1998,CHA,2,163,80,82,N,N,Chicago White Sox
1998,CHN,2,163,90,73,N,N,Chicago Cubs
1998,CIN,4,162,77,85,N,N,Cincinnati Reds
1998,CLE,1,162,89,73,N,N,Cleveland Indians
1998,COL,4,162,77,85,N,N,Colorado Rockies
1998,DET,5,162,65,97,N,N,Detroit Tigers
1998,FLO,5,162,54,108,N,N,Florida Marlins
1998,HOU,1,162,102,60,N,N,Houston Astros
1998,KCA,3,161,72,89,N,N,Kansas City Royals
1998,LAN,3,162,83,79,N,N,Los Angeles Dodgers
1998,MIL,5,162,74,88,N,N,Milwaukee Brewers
1998,MIN,4,162,70,92,N,N,Minnesota Twins
1998,MON,4,162,65,97,N,N,Montreal Expos
1998,NYA,1,162,114,48,Y,Y,New York Yankees
1998,NYN,2,162,88,74,N,N,New York Mets
1998,OAK,4,162,74,88,N,N,Oakland Athletics
1998,PHI,3,162,75,87,N,N,Philadelphia Phillies
1998,PIT,6,163,69,93,N,N,Pittsburgh Pirates
1998,SDN,1,162,98,64,Y,N,San Diego Padres
1998,SEA,3,161,76,85,N,N,Seattle Mariners
1998,SFN,2,163,89,74,N,N,San Francisco Giants
1998,SLN,3,163,83,79,N,N,St. Louis Cardinals
1998,TBA,5,162,63,99,N,N,Tampa Bay Devil Rays
1998,TEX,1,162,88,74,N,N,Texas Rangers
1998,TOR,3,163,88,74,N,N,Toronto Blue Jays
1999,ANA,4,162,70,92,N,N,Anaheim Angels
1999,ARI,1,162,100,62,N,N,Arizona Diamondbacks
1999,ATL,1,162,103,59,Y,N,Atlanta Braves
1999,BAL,4,162,78,84,N,N,Baltimore Orioles
1999,BOS,2,162,94,68,N,N,Boston Red Sox
1999,CHA,2,162,75,86,N,N,Chicago White Sox
1999,CHN,6,162,67,95,N,N,Chicago Cubs
1999,CIN,2,163,96,67,N,N,Cincinnati Reds
1999,CLE,1,162,97,65,N,N,Cleveland Indians
1999,COL,5,162,72,90,N,N,Colorado Rockies
1999,DET,3,161,69,92,N,N,Detroit Tigers
1999,FLO,5,162,64,98,N,N,Florida Marlins
1999,HOU,1,162,97,65,N,N,Houston Astros
1999,KCA,4,161,64,97,N,N,Kansas City Royals
1999,LAN,3,162,77,85,N,N,Los Angeles Dodgers
1999,MIL,5,161,74,87,N,N,Milwaukee Brewers
1999,MIN,5,161,63,97,N,N,Minnesota Twins
1999,MON,4,162,68,94,N,N,Montreal Expos
1999,NYA,1,162,98,64,Y,Y,New York Yankees
1999,NYN,2,163,97,66,N,N,New York Mets
1999,OAK,2,162,87,75,N,N,Oakland Athletics
1999,PHI,3,162,77,85,N,N,Philadelphia Phillies
1999,PIT,3,161,78,83,N,N,Pittsburgh Pirates
1999,SDN,4,162,74,88,N,N,San Diego Padres
1999,SEA,3,162,79,83,N,N,Seattle Mariners
1999,SFN,2,162,86,76,N,N,San Francisco Giants
1999,SLN,4,161,75,86,N,N,St. Louis Cardinals
1999,TBA,5,162,69,93,N,N,Tampa Bay Devil Rays
1999,TEX,1,162,95,67,N,N,Texas Rangers
1999,TOR,3,162,84,78,N,N,Toronto Blue Jays
2000,ANA,3,162,82,80,N,N,Anaheim Angels
2000,ARI,3,162,85,77,N,N,Arizona Diamondbacks
2000,ATL,1,162,95,67,N,N,Atlanta Braves
2000,BAL,4,162,74,88,N,N,Baltimore Orioles
2000,BOS,2,162,85,77,N,N,Boston Red Sox
2000,CHA,1,162,95,67,N,N,Chicago White Sox
2000,CHN,6,162,65,97,N,N,Chicago Cubs
2000,CIN,2,163,85,77,N,N,Cincinnati Reds
2000,CLE,2,162,90,72,N,N,Cleveland Indians
2000,COL,4,162,82,80,N,N,Colorado Rockies
2000,DET,3,162,79,83,N,N,Detroit Tigers
2000,FLO,3,161,79,82,N,N,Florida Marlins
2000,HOU,4,162,72,90,N,N,Houston Astros
2000,KCA,4,162,77,85,N,N,Kansas City Royals
2000,LAN,2,162,86,76,N,N,Los Angeles Dodgers
2000,MIL,3,163,73,89,N,N,Milwaukee Brewers
2000,MIN,5,162,69,93,N,N,Minnesota Twins
2000,MON,4,162,67,95,N,N,Montreal Expos
2000,NYA,1,161,87,74,Y,Y,New York Yankees
2000,NYN,2,162,94,68,Y,N,New York Mets
2000,OAK,1,161,91,70,N,N,Oakland Athletics
2000,PHI,5,162,65,97,N,N,Philadelphia Phillies
2000,PIT,5,162,69,93,N,N,Pittsburgh Pirates
2000,SDN,5,162,76,86,N,N,San Diego Padres
2000,SEA,2,162,91,71,N,N,Seattle Mariners
2000,SFN,1,162,97,65,N,N,San Francisco Giants
2000,SLN,1,162,95,67,N,N,St. Louis Cardinals
2000,TBA,5,161,69,92,N,N,Tampa Bay Devil Rays
2000,TEX,4,162,71,91,N,N,Texas Rangers
2000,TOR,3,162,83,79,N,N,Toronto Blue Jays
2001,ANA,3,162,75,87,N,N,Anaheim Angels
2001,ARI,1,162,92,70,Y,Y,Arizona Diamondbacks
2001,ATL,1,162,88,74,N,N,Atlanta Braves
2001,BAL,4,162,63,98,N,N,Baltimore Orioles
2001,BOS,2,161,82,79,N,N,Boston Red Sox
2001,CHA,3,162,83,79,N,N,Chicago White Sox
2001,CHN,3,162,88,74,N,N,Chicago Cubs
2001,CIN,5,162,66,96,N,N,Cincinnati Reds
2001,CLE,1,162,91,71,N,N,Cleveland Indians
2001,COL,5,162,73,89,N,N,Colorado Rockies
2001,DET,4,162,66,96,N,N,Detroit Tigers
2001,FLO,4,162,76,86,N,N,Florida Marlins
2001,HOU,1,162,93,69,N,N,Houston Astros
2001,KCA,5,162,65,97,N,N,Kansas City Royals
2001,LAN,3,162,86,76,N,N,Los Angeles Dodgers
2001,MIL,4,162,68,94,N,N,Milwaukee Brewers
2001,MIN,2,162,85,77,N,N,Minnesota Twins
2001,MON,5,162,68,94,N,N,Montreal Expos
2001,NYA,1,161,95,65,Y,N,New York Yankees
2001,NYN,3,162,82,80,N,N,New York Mets
2001,OAK,2,162,102,60,N,N,Oakland Athletics
2001,PHI,2,162,86,76,N,N,Philadelphia Phillies
2001,PIT,6,162,62,100,N,N,Pittsburgh Pirates
2001,SDN,4,162,79,83,N,N,San Diego Padres
2001,SEA,1,162,116,46,N,N,Seattle Mariners
2001,SFN,2,162,90,72,N,N,San Francisco Giants
2001,SLN,2,162,93,69,N,N,St. Louis Cardinals
2001,TBA,5,162,62,100,N,N,Tampa Bay Devil Rays
2001,TEX,4,162,73,89,N,N,Texas Rangers
2001,TOR,3,162,80,82,N,N,Toronto Blue Jays
2002,ANA,2,162,99,63,Y,Y,Anaheim Angels
2002,ARI,1,162,98,64,N,N,Arizona Diamondbacks
2002,ATL,1,161,101,59,N,N,Atlanta Braves
2002,BAL,4,162,67,95,N,N,Baltimore Orioles
2002,BOS,2,162,93,69,N,N,Boston Red Sox
2002,CHA,2,162,81,81,N,N,Chicago White Sox
2002,CHN,5,162,67,95,N,N,Chicago Cubs
2002,CIN,3,162,78,84,N,N,Cincinnati Reds
2002,CLE,3,162,74,88,N,N,Cleveland Indians
2002,COL,4,162,73,89,N,N,Colorado Rockies
2002,DET,5,161,55,106,N,N,Detroit Tigers
2002,FLO,4,162,79,83,N,N,Florida Marlins
2002,HOU,2,162,84,78,N,N,Houston Astros
2002,KCA,4,162,62,100,N,N,Kansas City Royals
2002,LAN,3,162,92,70,N,N,Los Angeles Dodgers
2002,MIL,6,162,56,106,N,N,Milwaukee Brewers
2002,MIN,1,161,94,67,N,N,Minnesota Twins
2002,MON,2,162,83,79,N,N,Montreal Expos
2002,NYA,1,161,103,58,N,N,New York Yankees
2002,NYN,5,161,75,86,N,N,New York Mets
2002,OAK,1,162,103,59,N,N,Oakland Athletics
2002,PHI,3,161,80,81,N,N,Philadelphia Phillies
2002,PIT,4,161,72,89,N,N,Pittsburgh Pirates
2002,SDN,5,162,66,96,N,N,San Diego Padres
2002,SEA,3,162,93,69,N,N,Seattle Mariners
2002,SFN,2,162,95,66,Y,N,San Francisco Giants
2002,SLN,1,162,97,65,N,N,St. Louis Cardinals
2002,TBA,5,161,55,106,N,N,Tampa Bay Devil Rays
2002,TEX,4,162,72,90,N,N,Texas Rangers
2002,TOR,3,162,78,84,N,N,Toronto Blue Jays
2003,ANA,3,162,77,85,N,N,Anaheim Angels
2003,ARI,3,162,84,78,N,N,Arizona Diamondbacks
2003,ATL,1,162,101,61,N,N,Atlanta Braves
2003,BAL,4,163,71,91,N,N,Baltimore Orioles
2003,BOS,2,162,95,67,N,N,Boston Red Sox
2003,CHA,2,162,86,76,N,N,Chicago White Sox
2003,CHN,1,162,88,74,N,N,Chicago Cubs
2003,CIN,5,162,69,93,N,N,Cincinnati Reds
2003,CLE,4,162,68,94,N,N,Cleveland Indians
2003,COL,4,162,74,88,N,N,Colorado Rockies
2003,DET,5,162,43,119,N,N,Detroit Tigers
2003,FLO,2,162,91,71,Y,Y,Florida Marlins
2003,HOU,2,162,87,75,N,N,Houston Astros
2003,KCA,3,162,83,79,N,N,Kansas City Royals
2003,LAN,2,162,85,77,N,N,Los Angeles Dodgers
2003,MIL,6,162,68,94,N,N,Milwaukee Brewers
2003,MIN,1,162,90,72,N,N,Minnesota Twins
2003,MON,4,162,83,79,N,N,Montreal Expos
2003,NYA,1,163,101,61,Y,N,New York Yankees
2003,NYN,5,161,66,95,N,N,New York Mets
2003,OAK,1,162,96,66,N,N,Oakland Athletics
2003,PHI,3,162,86,76,N,N,Philadelphia Phillies
2003,PIT,4,162,75,87,N,N,Pittsburgh Pirates
2003,SDN,5,162,64,98,N,N,San Diego Padres
2003,SEA,2,162,93,69,N,N,Seattle Mariners
2003,SFN,1,161,100,61,N,N,San Francisco Giants
2003,SLN,3,162,85,77,N,N,St. Louis Cardinals
2003,TBA,5,162,63,99,N,N,Tampa Bay Devil Rays
2003,TEX,4,162,71,91,N,N,Texas Rangers
2003,TOR,3,162,86,76,N,N,Toronto Blue Jays
2004,ANA,1,162,92,70,N,N,Anaheim Angels
2004,ARI,5,162,51,111,N,N,Arizona Diamondbacks
2004,ATL,1,162,96,66,N,N,Atlanta Braves
2004,BAL,3,162,78,84,N,N,Baltimore Orioles
2004,BOS,2,162,98,64,Y,Y,Boston Red Sox
2004,CHA,2,162,83,79,N,N,Chicago White Sox
2004,CHN,3,162,89,73,N,N,Chicago Cubs
2004,CIN,4,162,76,86,N,N,Cincinnati Reds
2004,CLE,3,162,80,82,N,N,Cleveland Indians
2004,COL,4,162,68,94,N,N,Colorado Rockies
2004,DET,4,162,72,90,N,N,Detroit Tigers
2004,FLO,3,162,83,79,N,N,Florida Marlins
2004,HOU,2,162,92,70,N,N,Houston Astros
2004,KCA,5,162,58,104,N,N,Kansas City Royals
2004,LAN,1,162,93,69,N,N,Los Angeles Dodgers
2004,MIL,6,161,67,94,N,N,Milwaukee Brewers
2004,MIN,1,162,92,70,N,N,Minnesota Twins
2004,MON,5,162,67,95,N,N,Montreal Expos
2004,NYA,1,162,101,61,N,N,New York Yankees
2004,NYN,4,162,71,91,N,N,New York Mets
2004,OAK,2,162,91,71,N,N,Oakland Athletics
2004,PHI,2,162,86,76,N,N,Philadelphia Phillies
2004,PIT,5,161,72,89,N,N,Pittsburgh Pirates
2004,SDN,3,162,87,75,N,N,San Diego Padres
2004,SEA,4,162,63,99,N,N,Seattle Mariners
2004,SFN,2,162,91,71,N,N,San Francisco Giants
2004,SLN,1,162,105,57,Y,N,St. Louis Cardinals
2004,TBA,4,161,70,91,N,N,Tampa Bay Devil Rays
2004,TEX,3,162,89,73,N,N,Texas Rangers
2004,TOR,5,161,67,94,N,N,Toronto Blue Jays
2005,ARI,2,162,77,85,N,N,Arizona Diamondbacks
2005,ATL,1,162,90,72,N,N,Atlanta Braves
2005,BAL,4,162,74,88,N,N,Baltimore Orioles
2005,BOS,2,162,95,67,N,N,Boston Red Sox
2005,CHA,1,162,99,63,Y,Y,Chicago White Sox
2005,CHN,4,162,79,83,N,N,Chicago Cubs
2005,CIN,5,163,73,89,N,N,Cincinnati Reds
2005,CLE,2,162,93,69,N,N,Cleveland Indians
2005,COL,5,162,67,95,N,N,Colorado Rockies
2005,DET,4,162,71,91,N,N,Detroit Tigers
2005,FLO,3,162,83,79,N,N,Florida Marlins
2005,HOU,2,163,89,73,Y,N,Houston Astros
2005,KCA,5,162,56,106,N,N,Kansas City Royals
2005,LAA,1,162,95,67,N,N,Los Angeles Angels of Anaheim
2005,LAN,4,162,71,91,N,N,Los Angeles Dodgers
2005,MIL,3,162,81,81,N,N,Milwaukee Brewers
2005,MIN,3,162,83,79,N,N,Minnesota Twins
2005,NYA,1,162,95,67,N,N,New York Yankees
2005,NYN,3,162,83,79,N,N,New York Mets
2005,OAK,2,162,88,74,N,N,Oakland Athletics
2005,PHI,2,162,88,74,N,N,Philadelphia Phillies
2005,PIT,6,162,67,95,N,N,Pittsburgh Pirates
2005,SDN,1,162,82,80,N,N,San Diego Padres
2005,SEA,4,162,69,93,N,N,Seattle Mariners
2005,SFN,3,162,75,87,N,N,San Francisco Giants
2005,SLN,1,162,100,62,N,N,St. Louis Cardinals
2005,TBA,5,162,67,95,N,N,Tampa Bay Devil Rays
2005,TEX,3,162,79,83,N,N,Texas Rangers
2005,TOR,3,162,80,82,N,N,Toronto Blue Jays
2005,WAS,5,162,81,81,N,N,Washington Nationals
2006,ARI,4,162,76,86,N,N,Arizona Diamondbacks
2006,ATL,3,162,79,83,N,N,Atlanta Braves
2006,BAL,4,162,70,92,N,N,Baltimore Orioles
2006,BOS,3,162,86,76,N,N,Boston Red Sox
2006,CHA,3,162,90,72,N,N,Chicago White Sox
2006,CHN,6,162,66,96,N,N,Chicago Cubs
2006,CIN,3,162,80,82,N,N,Cincinnati Reds
2006,CLE,4,162,78,84,N,N,Cleveland Indians
2006,COL,4,162,76,86,N,N,Colorado Rockies
2006,DET,2,162,95,67,Y,N,Detroit Tigers
2006,FLO,4,162,78,84,N,N,Florida Marlins
2006,HOU,2,162,82,80,N,N,Houston Astros
2006,KCA,5,162,62,100,N,N,Kansas City Royals
2006,LAA,2,162,89,73,N,N,Los Angeles Angels of Anaheim
2006,LAN,2,162,88,74,N,N,Los Angeles Dodgers
2006,MIL,4,162,75,87,N,N,Milwaukee Brewers
2006,MIN,1,162,96,66,N,N,Minnesota Twins
2006,NYA,1,162,97,65,N,N,New York Yankees
2006,NYN,1,162,97,65,N,N,New York Mets
2006,OAK,1,162,93,69,N,N,Oakland Athletics
2006,PHI,2,162,85,77,N,N,Philadelphia Phillies
2006,PIT,5,162,67,95,N,N,Pittsburgh Pirates
2006,SDN,1,162,88,74,N,N,San Diego Padres
2006,SEA,4,162,78,84,N,N,Seattle Mariners
2006,SFN,3,161,76,85,N,N,San Francisco Giants
2006,SLN,1,161,83,78,Y,Y,St. Louis Cardinals
2006,TBA,5,162,61,101,N,N,Tampa Bay Devil Rays
2006,TEX,3,162,80,82,N,N,Texas Rangers
2006,TOR,2,162,87,75,N,N,Toronto Blue Jays
2006,WAS,5,162,71,91,N,N,Washington Nationals
2007,ARI,1,162,90,72,N,N,Arizona Diamondbacks
2007,ATL,3,162,84,78,N,N,Atlanta Braves
2007,BAL,4,162,69,93,N,N,Baltimore Orioles
2007,BOS,1,162,96,66,Y,Y,Boston Red Sox
2007,CHA,4,162,72,90,N,N,Chicago White Sox
2007,CHN,1,162,85,77,N,N,Chicago Cubs
2007,CIN,5,162,72,90,N,N,Cincinnati Reds
2007,CLE,1,162,96,66,N,N,Cleveland Indians
2007,COL,2,163,90,73,Y,N,Colorado Rockies
2007,DET,2,162,88,74,N,N,Detroit Tigers
2007,FLO,5,162,71,91,N,N,Florida Marlins
2007,HOU,4,162,73,89,N,N,Houston Astros
2007,KCA,5,162,69,93,N,N,Kansas City Royals
2007,LAA,1,162,94,68,N,N,Los Angeles Angels of Anaheim
2007,LAN,4,162,82,80,N,N,Los Angeles Dodgers
2007,MIL,2,162,83,79,N,N,Milwaukee Brewers
2007,MIN,3,162,79,83,N,N,Minnesota Twins
2007,NYA,2,162,94,68,N,N,New York Yankees
2007,NYN,2,162,88,74,N,N,New York Mets
2007,OAK,3,162,76,86,N,N,Oakland Athletics
2007,PHI,1,162,89,73,N,N,Philadelphia Phillies
2007,PIT,6,162,68,94,N,N,Pittsburgh Pirates
2007,SDN,3,163,89,74,N,N,San Diego Padres
2007,SEA,2,162,88,74,N,N,Seattle Mariners
2007,SFN,5,162,71,91,N,N,San Francisco Giants
2007,SLN,3,162,78,84,N,N,St. Louis Cardinals
2007,TBA,5,162,66,96,N,N,Tampa Bay Devil Rays
2007,TEX,4,162,75,87,N,N,Texas Rangers
2007,TOR,3,162,83,79,N,N,Toronto Blue Jays
2007,WAS,4,162,73,89,N,N,Washington Nationals
2008,ARI,2,162,82,80,N,N,Arizona Diamondbacks
2008,ATL,4,162,72,90,N,N,Atlanta Braves
2008,BAL,5,161,68,93,N,N,Baltimore Orioles
2008,BOS,2,162,95,67,N,N,Boston Red Sox
2008,CHA,1,163,89,74,N,N,Chicago White Sox
2008,CHN,1,161,97,64,N,N,Chicago Cubs
2008,CIN,5,162,74,88,N,N,Cincinnati Reds
2008,CLE,3,162,81,81,N,N,Cleveland Indians
2008,COL,3,162,74,88,N,N,Colorado Rockies
2008,DET,5,162,74,88,N,N,Detroit Tigers
2008,FLO,3,161,84,77,N,N,Florida Marlins
2008,HOU,3,161,86,75,N,N,Houston Astros
2008,KCA,4,162,75,87,N,N,Kansas City Royals
2008,LAA,1,162,100,62,N,N,Los Angeles Angels of Anaheim
2008,LAN,1,162,84,78,N,N,Los Angeles Dodgers
2008,MIL,2,162,90,72,N,N,Milwaukee Brewers
2008,MIN,2,163,88,75,N,N,Minnesota Twins
2008,NYA,3,162,89,73,N,N,New York Yankees
2008,NYN,2,162,89,73,N,N,New York Mets
2008,OAK,3,161,75,86,N,N,Oakland Athletics
2008,PHI,1,162,92,70,Y,Y,Philadelphia Phillies
2008,PIT,6,162,67,95,N,N,Pittsburgh Pirates
2008,SDN,5,162,63,99,N,N,San Diego Padres
2008,SEA,4,162,61,101,N,N,Seattle Mariners
2008,SFN,4,162,72,90,N,N,San Francisco Giants
2008,SLN,4,162,86,76,N,N,St. Louis Cardinals
2008,TBA,1,162,97,65,Y,N,Tampa Bay Rays
2008,TEX,2,162,79,83,N,N,Texas Rangers
2008,TOR,4,162,86,76,N,N,Toronto Blue Jays
2008,WAS,5,161,59,102,N,N,Washington Nationals
2009,ARI,5,162,70,92,N,N,Arizona Diamondbacks
2009,ATL,3,162,86,76,N,N,Atlanta Braves
2009,BAL,5,162,64,98,N,N,Baltimore Orioles
2009,BOS,2,162,95,67,N,N,Boston Red Sox
2009,CHA,3,162,79,83,N,N,Chicago White Sox
2009,CHN,2,161,83,78,N,N,Chicago Cubs
2009,CIN,4,162,78,84,N,N,Cincinnati Reds
2009,CLE,4,162,65,97,N,N,Cleveland Indians
2009,COL,2,162,92,70,N,N,Colorado Rockies
2009,DET,2,163,86,77,N,N,Detroit Tigers
2009,FLO,2,162,87,75,N,N,Florida Marlins
2009,HOU,5,162,74,88,N,N,Houston Astros
2009,KCA,4,162,65,97,N,N,Kansas City Royals
2009,LAA,1,162,97,65,N,N,Los Angeles Angels of Anaheim
2009,LAN,1,162,95,67,N,N,Los Angeles Dodgers
2009,MIL,3,162,80,82,N,N,Milwaukee Brewers
2009,MIN,1,163,87,76,N,N,Minnesota Twins
2009,NYA,1,162,103,59,Y,Y,New York Yankees
2009,NYN,4,162,70,92,N,N,New York Mets
2009,OAK,4,162,75,87,N,N,Oakland Athletics
2009,PHI,1,162,93,69,Y,N,Philadelphia Phillies
2009,PIT,6,161,62,99,N,N,Pittsburgh Pirates
2009,SDN,4,162,75,87,N,N,San Diego Padres
2009,SEA,3,162,85,77,N,N,Seattle Mariners
2009,SFN,3,162,88,74,N,N,San Francisco Giants
2009,SLN,1,162,91,71,N,N,St. Louis Cardinals
2009,TBA,3,162,84,78,N,N,Tampa Bay Rays
2009,TEX,2,162,87,75,N,N,Texas Rangers
2009,TOR,4,162,75,87,N,N,Toronto Blue Jays
2009,WAS,5,162,59,103,N,N,Washington Nationals
2010,ARI,5,162,65,97,N,N,Arizona Diamondbacks
2010,ATL,2,162,91,71,N,N,Atlanta Braves
2010,BAL,5,162,66,96,N,N,Baltimore Orioles
2010,BOS,3,162,89,73,N,N,Boston Red Sox
2010,CHA,2,162,88,74,N,N,Chicago White Sox
2010,CHN,5,162,75,87,N,N,Chicago Cubs
2010,CIN,1,162,91,71,N,N,Cincinnati Reds
2010,CLE,4,162,69,93,N,N,Cleveland Indians
2010,COL,3,162,83,79,N,N,Colorado Rockies
2010,DET,3,162,81,81,N,N,Detroit Tigers
2010,FLO,3,162,80,82,N,N,Florida Marlins
2010,HOU,4,162,76,86,N,N,Houston Astros
2010,KCA,5,162,67,95,N,N,Kansas City Royals
2010,LAA,3,162,80,82,N,N,Los Angeles Angels of Anaheim
2010,LAN,4,162,80,82,N,N,Los Angeles Dodgers
2010,MIL,3,162,77,85,N,N,Milwaukee Brewers
2010,MIN,1,162,94,68,N,N,Minnesota Twins
2010,NYA,2,162,95,67,N,N,New York Yankees
2010,NYN,4,162,79,83,N,N,New York Mets
2010,OAK,2,162,81,81,N,N,Oakland Athletics
2010,PHI,1,162,97,65,N,N,Philadelphia Phillies
2010,PIT,6,162,57,105,N,N,Pittsburgh Pirates
2010,SDN,2,162,90,72,N,N,San Diego Padres
2010,SEA,4,162,61,101,N,N,Seattle Mariners
2010,SFN,1,162,92,70,Y,Y,San Francisco Giants
2010,SLN,2,162,86,76,N,N,St. Louis Cardinals
2010,TBA,1,162,96,66,N,N,Tampa Bay Rays
2010,TEX,1,162,90,72,Y,N,Texas Rangers
2010,TOR,4,162,85,77,N,N,Toronto Blue Jays
2010,WAS,5,162,69,93,N,N,Washington Nationals
2011,ARI,1,162,94,68,N,N,Arizona Diamondbacks
2011,ATL,2,162,89,73,N,N,Atlanta Braves
2011,BAL,5,162,69,93,N,N,Baltimore Orioles
2011,BOS,3,162,90,72,N,N,Boston Red Sox
2011,CHA,3,162,79,83,N,N,Chicago White Sox
2011,CHN,5,162,71,91,N,N,Chicago Cubs
2011,CIN,3,162,79,83,N,N,Cincinnati Reds
2011,CLE,2,162,80,82,N,N,Cleveland Indians
2011,COL,4,162,73,89,N,N,Colorado Rockies
2011,DET,1,162,95,67,N,N,Detroit Tigers
2011,FLO,5,162,72,90,N,N,Florida Marlins
2011,HOU,6,162,56,106,N,N,Houston Astros
2011,KCA,4,162,71,91,N,N,Kansas City Royals
2011,LAA,2,162,86,76,N,N,Los Angeles Angels of Anaheim
2011,LAN,3,161,82,79,N,N,Los Angeles Dodgers
2011,MIL,1,162,96,66,N,N,Milwaukee Brewers
2011,MIN,5,162,63,99,N,N,Minnesota Twins
2011,NYA,1,162,97,65,N,N,New York Yankees
2011,NYN,4,162,77,85,N,N,New York Mets
2011,OAK,3,162,74,88,N,N,Oakland Athletics
2011,PHI,1,162,102,60,N,N,Philadelphia Phillies
2011,PIT,4,162,72,90,N,N,Pittsburgh Pirates
2011,SDN,5,162,71,91,N,N,San Diego Padres
2011,SEA,4,162,67,95,N,N,Seattle Mariners
2011,SFN,2,162,86,76,N,N,San Francisco Giants
2011,SLN,2,162,90,72,Y,Y,St. Louis Cardinals
2011,TBA,2,162,91,71,N,N,Tampa Bay Rays
2011,TEX,1,162,96,66,Y,N,Texas Rangers
2011,TOR,4,162,81,81,N,N,Toronto Blue Jays
2011,WAS,3,161,80,81,N,N,Washington Nationals
2012,ARI,3,162,81,81,N,N,Arizona Diamondbacks
2012,ATL,2,162,94,68,N,N,Atlanta Braves
2012,BAL,2,162,93,69,N,N,Baltimore Orioles
2012,BOS,5,162,69,93,N,N,Boston Red Sox
2012,CHA,2,162,85,77,N,N,Chicago White Sox
2012,CHN,5,162,61,101,N,N,Chicago Cubs
2012,CIN,1,162,97,65,N,N,Cincinnati Reds
2012,CLE,4,162,68,94,N,N,Cleveland Indians
2012,COL,5,162,64,98,N,N,Colorado Rockies
2012,DET,1,162,88,74,Y,N,Detroit Tigers
2012,HOU,6,162,55,107,N,N,Houston Astros
2012,KCA,3,162,72,90,N,N,Kansas City Royals
2012,LAA,3,162,89,73,N,N,Los Angeles Angels of Anaheim
2012,LAN,2,162,86,76,N,N,Los Angeles Dodgers
2012,MIA,5,162,69,93,N,N,Miami Marlins
2012,MIL,3,162,83,79,N,N,Milwaukee Brewers
2012,MIN,5,162,66,96,N,N,Minnesota Twins
2012,NYA,1,162,95,67,N,N,New York Yankees
2012,NYN,4,162,74,88,N,N,New York Mets
2012,OAK,1,162,94,68,N,N,Oakland Athletics
2012,PHI,3,162,81,81,N,N,Philadelphia Phillies
2012,PIT,4,162,79,83,N,N,Pittsburgh Pirates
2012,SDN,4,162,76,86,N,N,San Diego Padres
2012,SEA,4,162,75,87,N,N,Seattle Mariners
2012,SFN,1,162,94,68,Y,Y,San Francisco Giants
2012,SLN,2,162,88,74,N,N,St. Louis Cardinals
2012,TBA,3,162,90,72,N,N,Tampa Bay Rays
2012,TEX,2,162,93,69,N,N,Texas Rangers
2012,TOR,4,162,73,89,N,N,Toronto Blue Jays
2012,WAS,1,162,98,64,N,N,Washington Nationals
2013,ARI,2,162,81,81,N,N,Arizona Diamondbacks
2013,ATL,1,162,96,66,N,N,Atlanta Braves
2013,BAL,3,162,85,77,N,N,Baltimore Orioles
2013,BOS,1,162,97,65,Y,Y,Boston Red Sox
2013,CHA,5,162,63,99,N,N,Chicago White Sox
2013,CHN,5,162,66,96,N,N,Chicago Cubs
2013,CIN,3,162,90,72,N,N,Cincinnati Reds
2013,CLE,2,162,92,70,N,N,Cleveland Indians
2013,COL,5,162,74,88,N,N,Colorado Rockies
2013,DET,1,162,93,69,N,N,Detroit Tigers
2013,HOU,5,162,51,111,N,N,Houston Astros
2013,KCA,3,162,86,76,N,N,Kansas City Royals
2013,LAA,3,162,78,84,N,N,Los Angeles Angels of Anaheim
2013,LAN,1,162,92,70,N,N,Los Angeles Dodgers
2013,MIA,5,162,62,100,N,N,Miami Marlins
2013,MIL,4,162,74,88,N,N,Milwaukee Brewers
2013,MIN,4,162,66,96,N,N,Minnesota Twins
2013,NYA,4,162,85,77,N,N,New York Yankees
2013,NYN,4,162,74,88,N,N,New York Mets
2013,OAK,1,162,96,66,N,N,Oakland Athletics
2013,PHI,4,162,73,89,N,N,Philadelphia Phillies
2013,PIT,2,162,94,68,N,N,Pittsburgh Pirates
2013,SDN,3,162,76,86,N,N,San Diego Padres
2013,SEA,4,162,71,91,N,N,Seattle Mariners
