Year,Team,Rank,G,W,L,LgWin,WSWin,Name
1871,BS1,3,31,20,10,N,,Boston Red Stockings
1871,CH1,2,28,19,9,N,,Chicago White Stockings
1871,CL1,8,29,10,19,N,,Cleveland Forest Citys
1871,FW1,7,19,7,12,N,,Fort Wayne Kekiongas
1871,NY2,5,33,16,17,N,,New York Mutuals
1871,PH1,1,28,21,7,Y,,Philadelphia Athletics
1871,RC1,9,25,4,21,N,,Rockford Forest Citys
1871,TRO,6,29,13,15,N,,Troy Haymakers
1871,WS3,4,32,15,15,N,,Washington Olympics
1872,BL1,2,58,35,19,N,,Baltimore Canaries
1872,BR1,9,29,3,26,N,,Brooklyn Eckfords
1872,BR2,6,37,9,28,N,,Brooklyn Atlantics
1872,BS1,1,48,39,8,Y,,Boston Red Stockings
1872,CL1,7,22,6,16,N,,Cleveland Forest Citys
1872,MID,8,24,5,19,N,,Middletown Mansfields
1872,NY2,3,56,34,20,N,,New York Mutuals
1872,PH1,4,47,30,14,N,,Philadelphia Athletics
1872,TRO,5,25,15,10,N,,Troy Haymakers
1872,WS3,10,9,2,7,N,,Washington Olympics
1872,WS4,11,11,0,11,N,,Washington Nationals
1873,BL1,3,57,34,22,N,,Baltimore Canaries
1873,BL4,9,6,0,6,N,,Baltimore Marylands
1873,BR2,6,55,17,37,N,,Brooklyn Atlantics
1873,BS1,1,60,43,16,Y,,Boston Red Stockings
1873,ELI,8,23,2,21,N,,Elizabeth Resolutes
1873,NY2,4,53,29,24,N,,New York Mutuals
1873,PH1,5,52,28,23,N,,Philadelphia Athletics
1873,PH2,2,53,36,17,N,,Philadelphia Whites
1873,WS5,7,39,8,31,N,,Washington Blue Legs
1874,BL1,8,47,9,38,N,,Baltimore Canaries
1874,BR2,6,56,22,33,N,,Brooklyn Atlantics
1874,BS1,1,71,52,18,Y,,Boston Red Stockings
1874,CH2,5,59,28,31,N,,Chicago White Stockings
1874,HR1,7,53,16,37,N,,Hartford Dark Blues
1874,NY2,2,65,42,23,N,,New York Mutuals
1874,PH1,3,55,33,22,N,,Philadelphia Athletics
1874,PH2,4,58,29,29,N,,Philadelphia Whites
1875,BR2,11,44,2,42,N,,Brooklyn Atlantics
1875,BS1,1,82,71,8,Y,,Boston Red Stockings
1875,CH2,6,69,30,37,N,,Chicago White Stockings
1875,HR1,3,86,54,28,N,,Hartford Dark Blues
1875,KEO,13,13,1,12,N,,Keokuk Westerns
1875,NH1,8,47,7,40,N,,New Haven Elm Citys
1875,NY2,6,71,30,38,N,,New York Mutuals
1875,PH1,2,77,53,20,N,,Philadelphia Athletics
1875,PH2,5,70,37,31,N,,Philadelphia Whites
1875,PH3,11,14,2,12,N,,Philadelphia Centennials
1875,SL1,10,19,4,15,N,,St. Louis Red Stockings
1875,SL2,4,70,39,29,N,,St. Louis Brown Stockings
1875,WS6,9,28,5,23,N,,Washington Nationals
1876,BSN,4,70,39,31,N,,Boston Red Caps
1876,CHN,1,66,52,14,Y,,Chicago White Stockings
1876,CN1,8,65,9,56,N,,Cincinnati Reds
1876,HAR,2,69,47,21,N,,Hartford Dark Blues
1876,LS1,5,69,30,36,N,,Louisville Grays
1876,NY3,6,57,21,35,N,,New York Mutuals
1876,PHN,7,60,14,45,N,,Philadelphia Athletics
1876,SL3,3,64,45,19,N,,St. Louis Brown Stockings
1877,BSN,1,61,42,18,Y,,Boston Red Caps
1877,CHN,5,60,26,33,N,,Chicago White Stockings
1877,CN1,6,58,15,42,N,,Cincinnati Reds
1877,HAR,3,60,31,27,N,,Hartford Dark Blues
1877,LS1,2,61,35,25,N,,Louisville Grays
1877,SL3,4,60,28,32,N,,St. Louis Brown Stockings
1878,BSN,1,60,41,19,Y,,Boston Red Caps
1878,CHN,4,61,30,30,N,,Chicago White Stockings
1878,CN1,2,61,37,23,N,,Cincinnati Reds
1878,IN1,5,63,24,36,N,,Indianapolis Blues
1878,ML2,6,61,15,45,N,,Milwaukee Grays
1878,PRO,3,62,33,27,N,,Providence Grays
1879,BFN,3,79,46,32,N,,Buffalo Bisons
1879,BSN,2,84,54,30,N,,Boston Red Caps
1879,CHN,4,83,46,33,N,,Chicago White Stockings
1879,CL2,6,82,27,55,N,,Cleveland Blues
1879,CN1,5,81,43,37,N,,Cincinnati Reds
1879,PRO,1,85,59,25,Y,,Providence Grays
1879,SR1,7,71,22,48,N,,Syracuse Stars
1879,TRN,8,77,19,56,N,,Troy Trojans
1880,BFN,7,85,24,58,N,,Buffalo Bisons
1880,BSN,6,86,40,44,N,,Boston Red Caps
1880,CHN,1,86,67,17,Y,,Chicago White Stockings
1880,CL2,3,85,47,37,N,,Cleveland Blues
1880,CN1,8,83,21,59,N,,Cincinnati Reds
1880,PRO,2,87,52,32,N,,Providence Grays
1880,TRN,4,83,41,42,N,,Troy Trojans
1880,WOR,5,85,40,43,N,,Worcester Ruby Legs
1881,BFN,3,83,45,38,N,,Buffalo Bisons
1881,BSN,6,83,38,45,N,,Boston Red Caps
1881,CHN,1,84,56,28,Y,,Chicago White Stockings
1881,CL2,7,85,36,48,N,,Cleveland Blues
1881,DTN,4,84,41,43,N,,Detroit Wolverines
1881,PRO,2,85,47,37,N,,Providence Grays
1881,TRN,5,85,39,45,N,,Troy Trojans
1881,WOR,8,83,32,50,N,,Worcester Ruby Legs
1882,BFN,3,84,45,39,N,,Buffalo Bisons
1882,BL2,6,74,19,54,N,,Baltimore Orioles
1882,BSN,3,85,45,39,N,,Boston Red Caps
1882,CHN,1,84,55,29,Y,,Chicago White Stockings
1882,CL2,5,84,42,40,N,,Cleveland Blues
1882,CN2,1,80,55,25,Y,,Cincinnati Red Stockings
1882,DTN,5,86,42,41,N,,Detroit Wolverines
1882,LS2,2,79,42,38,N,,Louisville Eclipse
1882,PH4,3,75,41,34,N,,Philadelphia Athletics
1882,PRO,2,84,52,32,N,,Providence Grays
1882,PT1,4,79,39,39,N,,Pittsburg Alleghenys
1882,SL4,5,79,37,43,N,,St. Louis Brown Stockings
1882,TRN,7,85,35,48,N,,Troy Trojans
1882,WOR,8,84,18,66,N,,Worcester Ruby Legs
1883,BFN,5,98,52,45,N,,Buffalo Bisons
1883,BL2,8,96,28,68,N,,Baltimore Orioles
1883,BSN,1,98,63,35,Y,,Boston Beaneaters
1883,CHN,2,98,59,39,N,,Chicago White Stockings
1883,CL2,4,100,55,42,N,,Cleveland Blues
1883,CL5,6,97,32,65,N,,Columbus Buckeyes
1883,CN2,3,98,61,37,N,,Cincinnati Red Stockings
1883,DTN,7,101,40,58,N,,Detroit Wolverines
1883,LS2,5,98,52,45,N,,Louisville Eclipse
1883,NY1,6,98,46,50,N,,New York Gothams
1883,NY4,4,97,54,42,N,,New York Metropolitans
1883,PH4,1,98,66,32,Y,,Philadelphia Athletics
1883,PHI,8,99,17,81,N,,Philadelphia Quakers
1883,PRO,3,98,58,40,N,,Providence Grays
1883,PT1,7,98,31,67,N,,Pittsburg Alleghenys
1883,SL4,2,98,65,33,N,,St. Louis Browns
1884,ALT,10,25,6,19,N,,Altoona Mountain City
1884,BFN,3,114,64,47,N,N,Buffalo Bisons
1884,BL2,6,108,63,43,N,N,Baltimore Orioles
1884,BLU,4,105,58,47,N,,Baltimore Monumentals
1884,BR3,9,109,40,64,N,N,Brooklyn Atlantics
1884,BSN,2,116,73,38,N,N,Boston Beaneaters
1884,BSU,5,109,58,51,N,,Boston Reds
1884,CHN,5,112,62,50,N,N,Chicago White Stockings
1884,CHU,6,92,41,50,N,,Chicago/Pittsburgh (Union League)
1884,CL2,7,113,35,77,N,N,Cleveland Blues
1884,CL5,2,110,69,39,N,N,Columbus Buckeyes
1884,CN2,5,112,68,41,N,N,Cincinnati Red Stockings
1884,CNU,3,103,69,36,N,,Cincinnati Outlaw Reds
1884,DTN,8,114,28,84,N,N,Detroit Wolverines
1884,IN2,12,110,29,78,N,N,Indianapolis Hoosiers
1884,KCU,11,82,16,63,N,,Kansas City Cowboys
1884,LS2,3,110,68,40,N,N,Louisville Eclipse
1884,MLU,2,12,8,4,N,,Milwaukee Brewers
1884,NY1,4,116,62,50,N,N,New York Gothams
1884,NY4,1,112,75,32,Y,N,New York Metropolitans
1884,PH4,7,108,61,46,N,N,Philadelphia Athletics
1884,PHI,6,113,39,73,N,N,Philadelphia Quakers
1884,PHU,8,67,21,46,N,,Philadelphia Keystones
1884,PRO,1,114,84,28,Y,Y,Providence Grays
1884,PT1,11,110,30,78,N,N,Pittsburg Alleghenys
1884,RIC,10,45,12,30,N,N,Richmond Virginians
1884,SL4,4,110,67,40,N,N,St. Louis Browns
1884,SLU,1,113,94,19,Y,,St. Louis Maroons
1884,SPU,9,9,2,6,N,,St. Paul White Caps
1884,TL1,8,109,46,58,N,N,Toledo Blue Stockings
1884,WIL,12,17,2,16,N,,Wilmington Quicksteps
1884,WS7,13,63,12,51,N,N,Washington Nationals
1884,WSU,7,112,47,65,N,,Washington Nationals
1885,BFN,7,112,38,74,N,N,Buffalo Bisons
1885,BL2,8,110,41,68,N,N,Baltimore Orioles
1885,BR3,5,112,53,59,N,N,Brooklyn Grays
1885,BSN,5,113,46,66,N,N,Boston Beaneaters
1885,CHN,1,113,87,25,Y,N,Chicago White Stockings
1885,CN2,2,112,63,49,N,N,Cincinnati Red Stockings
1885,DTN,6,108,41,67,N,N,Detroit Wolverines
1885,LS2,6,112,53,59,N,N,Louisville Colonels
1885,NY1,2,112,85,27,N,N,New York Giants
1885,NY4,7,108,44,64,N,N,New York Metropolitans
1885,PH4,4,113,55,57,N,N,Philadelphia Athletics
1885,PHI,3,111,56,54,N,N,Philadelphia Quakers
1885,PRO,4,110,53,57,N,N,Providence Grays
1885,PT1,3,111,56,55,N,N,Pittsburg Alleghenys
1885,SL4,1,112,79,33,Y,N,St. Louis Browns
1885,SL5,8,111,36,72,N,N,St. Louis Maroons
1886,BL2,8,139,48,83,N,N,Baltimore Orioles
1886,BR3,3,141,76,61,N,N,Brooklyn Grays
1886,BSN,5,118,56,61,N,N,Boston Beaneaters
1886,CHN,1,126,90,34,Y,N,Chicago White Stockings
1886,CN2,5,141,65,73,N,N,Cincinnati Red Stockings
1886,DTN,2,126,87,36,N,N,Detroit Wolverines
1886,KCN,7,123,30,91,N,N,Kansas City Cowboys
1886,LS2,4,138,66,70,N,N,Louisville Colonels
1886,NY1,3,124,75,44,N,N,New York Giants
1886,NY4,7,137,53,82,N,N,New York Metropolitans
1886,PH4,6,139,63,72,N,N,Philadelphia Athletics
1886,PHI,4,119,71,43,N,N,Philadelphia Quakers
1886,PT1,2,140,80,57,N,N,Pittsburg Alleghenys
1886,SL4,1,139,93,46,Y,Y,St. Louis Browns
1886,SL5,6,126,43,79,N,N,St. Louis Maroons
1886,WS8,8,122,28,92,N,N,Washington Nationals
1887,BL2,3,141,77,58,N,N,Baltimore Orioles
1887,BR3,6,138,60,74,N,N,Brooklyn Grays
1887,BSN,5,127,61,60,N,N,Boston Beaneaters
1887,CHN,3,127,71,50,N,N,Chicago White Stockings
1887,CL3,8,133,39,92,N,N,Cleveland Blues
1887,CN2,2,135,81,54,N,N,Cincinnati Red Stockings
1887,DTN,1,127,79,45,Y,Y,Detroit Wolverines
1887,IN3,8,127,37,89,N,N,Indianapolis Hoosiers
1887,LS2,4,137,76,60,N,N,Louisville Colonels
1887,NY1,4,129,68,55,N,N,New York Giants
1887,NY4,7,138,44,89,N,N,New York Metropolitans
1887,PH4,5,137,64,69,N,N,Philadelphia Athletics
1887,PHI,2,128,75,48,N,N,Philadelphia Quakers
1887,PIT,6,125,55,69,N,N,Pittsburg Alleghenys
1887,SL4,1,137,95,40,Y,N,St. Louis Browns
1887,WS8,7,126,46,76,N,N,Washington Nationals
1888,BL2,5,137,57,80,N,N,Baltimore Orioles
1888,BR3,2,143,88,52,N,N,Brooklyn Bridegrooms
1888,BSN,4,137,70,64,N,N,Boston Beaneaters
1888,CHN,2,135,77,58,N,N,Chicago White Stockings
1888,CL3,6,135,50,82,N,N,Cleveland Blues
1888,CN2,4,137,80,54,N,N,Cincinnati Red Stockings
1888,DTN,5,134,68,63,N,N,Detroit Wolverines
1888,IN3,7,136,50,85,N,N,Indianapolis Hoosiers
1888,KC2,8,132,43,89,N,N,Kansas City Cowboys
1888,LS2,7,139,48,87,N,N,Louisville Colonels
1888,NY1,1,137,84,47,Y,Y,New York Giants
1888,PH4,3,136,81,52,N,N,Philadelphia Athletics
1888,PHI,3,131,69,61,N,N,Philadelphia Quakers
1888,PIT,6,138,66,68,N,N,Pittsburg Alleghenys
1888,SL4,1,137,92,43,Y,N,St. Louis Browns
1888,WS8,8,136,48,86,N,N,Washington Nationals
1889,BL2,5,139,70,65,N,N,Baltimore Orioles
1889,BR3,1,138,93,44,Y,N,Brooklyn Bridegrooms
1889,BSN,2,133,83,45,N,N,Boston Beaneaters
1889,CHN,3,136,67,65,N,N,Chicago White Stockings
1889,CL4,6,136,61,72,N,N,Cleveland Spiders
1889,CL6,6,139,60,78,N,N,Columbus Solons
1889,CN2,4,141,76,63,N,N,Cincinnati Red Stockings
1889,IN3,7,135,59,75,N,N,Indianapolis Hoosiers
1889,KC2,7,139,55,82,N,N,Kansas City Cowboys
1889,LS2,8,140,27,111,N,N,Louisville Colonels
1889,NY1,1,131,83,43,Y,Y,New York Giants
1889,PH4,3,138,75,58,N,N,Philadelphia Athletics
1889,PHI,4,130,63,64,N,N,Philadelphia Quakers
1889,PIT,5,134,61,71,N,N,Pittsburg Alleghenys
1889,SL4,2,140,90,45,N,N,St. Louis Browns
1889,WS8,8,127,41,83,N,N,Washington Nationals
1890,BFP,8,134,36,96,N,,Buffalo Bisons
1890,BL3,6,38,15,19,N,N,Baltimore Orioles
1890,BR4,9,100,26,72,N,N,Brooklyn Gladiators
1890,BRO,1,129,86,43,Y,N,Brooklyn Bridegrooms
1890,BRP,2,133,76,56,N,,Brooklyn Ward's Wonders
1890,BSN,5,134,76,57,N,N,Boston Beaneaters
1890,BSP,1,133,81,48,Y,,Boston Reds
1890,CHN,2,139,83,53,N,N,Chicago Colts
1890,CHP,4,138,75,62,N,,Chicago Pirates
1890,CIN,4,134,77,55,N,N,Cincinnati Reds
1890,CL4,7,136,44,88,N,N,Cleveland Spiders
1890,CL6,2,140,79,55,N,N,Columbus Solons
1890,CLP,7,131,55,75,N,,Cleveland Infants
1890,LS2,1,134,88,44,Y,N,Louisville Colonels
1890,NY1,6,135,63,68,N,N,New York Giants
1890,NYP,3,132,74,57,N,,New York Giants
1890,PH4,8,132,54,78,N,N,Philadelphia Athletics
1890,PHI,3,133,78,53,N,N,Philadelphia Phillies
1890,PHP,5,132,68,63,N,,Philadelphia Athletics
1890,PIT,8,138,23,113,N,N,Pittsburg Alleghenys
1890,PTP,6,131,60,68,N,,Pittsburgh Burghers
1890,RC2,5,133,63,63,N,N,Rochester Broncos
1890,SL4,3,138,77,58,N,N,St. Louis Browns
1890,SR2,7,127,55,72,N,N,Syracuse Stars
1890,TL2,4,134,68,64,N,N,Toledo Maumees
1891,BL3,4,139,71,64,N,,Baltimore Orioles
1891,BRO,6,137,61,76,N,,Brooklyn Grooms
1891,BS2,1,139,93,42,Y,,Boston Reds
1891,BSN,1,140,87,51,Y,,Boston Beaneaters
1891,CHN,2,137,82,53,N,,Chicago Colts
1891,CIN,7,138,56,81,N,,Cincinnati Reds
1891,CL4,5,141,65,74,N,,Cleveland Spiders
1891,CL6,6,138,61,76,N,,Columbus Solons
1891,CN3,7,102,43,57,N,,Cincinnati Kelly's Killers
1891,LS2,8,138,54,83,N,,Louisville Colonels
1891,ML3,3,36,21,15,N,,Milwaukee Brewers
1891,NY1,3,136,71,61,N,,New York Giants
1891,PH4,5,142,73,66,N,,Philadelphia Athletics
1891,PHI,4,138,68,69,N,,Philadelphia Phillies
1891,PIT,8,137,55,80,N,,Pittsburgh Pirates
1891,SL4,2,139,85,51,N,,St. Louis Browns
1891,WS9,9,139,44,91,N,,Washington Statesmen
1892,BLN,12,152,46,101,N,,Baltimore Orioles
1892,BRO,3,158,95,59,N,,Brooklyn Grooms
1892,BSN,1,152,102,48,Y,,Boston Beaneaters
1892,CHN,7,146,70,76,N,,Chicago Colts
1892,CIN,5,155,82,68,N,,Cincinnati Reds
1892,CL4,2,152,93,56,N,,Cleveland Spiders
1892,LS3,9,154,63,89,N,,Louisville Colonels
1892,NY1,8,152,71,80,N,,New York Giants
1892,PHI,4,155,87,66,N,,Philadelphia Phillies
1892,PIT,6,152,80,73,N,,Pittsburgh Pirates
1892,SLN,11,155,56,94,N,,St. Louis Browns
1892,WAS,10,153,58,93,N,,Washington Senators
1893,BLN,8,130,60,70,N,,Baltimore Orioles
1893,BRO,7,130,65,63,N,,Brooklyn Grooms
1893,BSN,1,131,86,43,Y,,Boston Beaneaters
1893,CHN,9,128,56,71,N,,Chicago Colts
1893,CIN,6,131,65,63,N,,Cincinnati Reds
1893,CL4,3,129,73,55,N,,Cleveland Spiders
1893,LS3,11,126,50,75,N,,Louisville Colonels
1893,NY1,5,136,68,64,N,,New York Giants
1893,PHI,4,133,72,57,N,,Philadelphia Phillies
1893,PIT,2,131,81,48,N,,Pittsburgh Pirates
1893,SLN,10,135,57,75,N,,St. Louis Browns
1893,WAS,12,130,40,89,N,,Washington Senators
1894,BLN,1,129,89,39,Y,,Baltimore Orioles
1894,BRO,5,135,70,61,N,,Brooklyn Grooms
1894,BSN,3,133,83,49,N,,Boston Beaneaters
1894,CHN,8,136,57,75,N,,Chicago Colts
1894,CIN,10,134,55,75,N,,Cincinnati Reds
1894,CL4,6,130,68,61,N,,Cleveland Spiders
1894,LS3,12,130,36,94,N,,Louisville Colonels
1894,NY1,2,139,88,44,N,,New York Giants
1894,PHI,4,132,71,57,N,,Philadelphia Phillies
1894,PIT,7,133,65,65,N,,Pittsburgh Pirates
1894,SLN,9,133,56,76,N,,St. Louis Browns
1894,WAS,11,132,45,87,N,,Washington Senators
1895,BLN,1,131,87,43,Y,,Baltimore Orioles
1895,BRO,5,133,71,60,N,,Brooklyn Grooms
1895,BSN,6,133,71,60,N,,Boston Beaneaters
1895,CHN,4,133,72,58,N,,Chicago Colts
1895,CIN,8,132,66,64,N,,Cincinnati Reds
1895,CL4,2,132,84,46,N,,Cleveland Spiders
1895,LS3,12,132,35,96,N,,Louisville Colonels
1895,NY1,9,132,66,65,N,,New York Giants
1895,PHI,3,133,78,53,N,,Philadelphia Phillies
1895,PIT,7,134,71,61,N,,Pittsburgh Pirates
1895,SLN,11,136,39,92,N,,St. Louis Browns
1895,WAS,10,133,43,85,N,,Washington Senators
1896,BLN,1,132,90,39,Y,,Baltimore Orioles
1896,BRO,10,133,58,73,N,,Brooklyn Bridegrooms
1896,BSN,4,132,74,57,N,,Boston Beaneaters
1896,CHN,5,132,71,57,N,,Chicago Colts
1896,CIN,3,128,77,50,N,,Cincinnati Reds
1896,CL4,2,135,80,48,N,,Cleveland Spiders
1896,LS3,12,134,38,93,N,,Louisville Colonels
1896,NY1,7,133,64,67,N,,New York Giants
1896,PHI,8,130,62,68,N,,Philadelphia Phillies
1896,PIT,6,131,66,63,N,,Pittsburgh Pirates
1896,SLN,11,131,40,90,N,,St. Louis Browns
1896,WAS,9,133,58,73,N,,Washington Senators
1897,BLN,2,136,90,40,N,,Baltimore Orioles
1897,BRO,7,136,61,71,N,,Brooklyn Bridegrooms
1897,BSN,1,135,93,39,Y,,Boston Beaneaters
1897,CHN,9,138,59,73,N,,Chicago Colts
1897,CIN,4,134,76,56,N,,Cincinnati Reds
1897,CL4,5,130,69,62,N,,Cleveland Spiders
1897,LS3,11,135,52,78,N,,Louisville Colonels
1897,NY1,3,137,83,48,N,,New York Giants
1897,PHI,10,133,55,77,N,,Philadelphia Phillies
1897,PIT,8,134,60,71,N,,Pittsburgh Pirates
1897,SLN,12,133,29,102,N,,St. Louis Browns
1897,WAS,6,133,61,71,N,,Washington Senators
1898,BLN,2,153,96,53,N,,Baltimore Orioles
1898,BRO,10,149,54,91,N,,Brooklyn Bridegrooms
1898,BSN,1,152,102,47,Y,,Boston Beaneaters
1898,CHN,4,152,85,65,N,,Chicago Orphans
1898,CIN,3,157,92,60,N,,Cincinnati Reds
1898,CL4,5,156,81,68,N,,Cleveland Spiders
1898,LS3,9,154,70,81,N,,Louisville Colonels
1898,NY1,7,156,77,73,N,,New York Giants
1898,PHI,6,150,78,71,N,,Philadelphia Phillies
1898,PIT,8,152,72,76,N,,Pittsburgh Pirates
1898,SLN,12,154,39,111,N,,St. Louis Browns
1898,WAS,11,155,51,101,N,,Washington Senators
1899,BLN,4,151,86,62,N,,Baltimore Orioles
1899,BRO,1,148,101,47,Y,,Brooklyn Superbas
1899,BSN,2,153,95,57,N,,Boston Beaneaters
1899,CHN,8,152,75,73,N,,Chicago Orphans
1899,CIN,6,157,83,67,N,,Cincinnati Reds
1899,CL4,12,154,20,134,N,,Cleveland Spiders
1899,LS3,9,156,75,77,N,,Louisville Colonels
1899,NY1,10,152,60,90,N,,New York Giants
1899,PHI,3,154,94,58,N,,Philadelphia Phillies
1899,PIT,7,155,76,73,N,,Pittsburgh Pirates
1899,SLN,5,155,84,67,N,,St. Louis Perfectos
1899,WAS,11,155,54,98,N,,Washington Senators
1900,BRO,1,141,82,54,Y,,Brooklyn Superbas
1900,BSN,4,142,66,72,N,,Boston Beaneaters
1900,CHN,6,146,65,75,N,,Chicago Orphans
1900,CIN,7,144,62,77,N,,Cincinnati Reds
1900,NY1,8,141,60,78,N,,New York Giants
1900,PHI,3,141,75,63,N,,Philadelphia Phillies
1900,PIT,2,140,79,60,N,,Pittsburgh Pirates
1900,SLN,5,141,65,75,N,,St. Louis Cardinals
1901,BLA,5,134,68,65,N,,Baltimore Orioles
1901,BOS,2,138,79,57,N,,Boston Americans
1901,BRO,3,137,79,57,N,,Brooklyn Superbas
1901,BSN,5,140,69,69,N,,Boston Beaneaters
1901,CHA,1,137,83,53,Y,,Chicago White Sox
1901,CHN,6,140,53,86,N,,Chicago Orphans
1901,CIN,8,142,52,87,N,,Cincinnati Reds
1901,CLE,7,138,54,82,N,,Cleveland Blues
1901,DET,3,135,74,61,N,,Detroit Tigers
1901,MLA,8,139,48,89,N,,Milwaukee Brewers
1901,NY1,7,141,52,85,N,,New York Giants
1901,PHA,4,137,74,62,N,,Philadelphia Athletics
1901,PHI,2,140,83,57,N,,Philadelphia Phillies
1901,PIT,1,140,90,49,Y,,Pittsburgh Pirates
1901,SLN,4,142,76,64,N,,St. Louis Cardinals
1901,WS1,6,138,61,72,N,,Washington Senators
1902,BLA,8,140,50,88,N,,Baltimore Orioles
1902,BOS,3,138,77,60,N,,Boston Americans
1902,BRO,2,141,75,63,N,,Brooklyn Superbas
1902,BSN,3,141,73,64,N,,Boston Beaneaters
1902,CHA,4,138,74,60,N,,Chicago White Sox
1902,CHN,5,143,68,69,N,,Chicago Orphans
1902,CIN,4,141,70,70,N,,Cincinnati Reds
1902,CLE,5,137,69,67,N,,Cleveland Bronchos
1902,DET,7,137,52,83,N,,Detroit Tigers
1902,NY1,8,141,48,88,N,,New York Giants
1902,PHA,1,137,83,53,Y,,Philadelphia Athletics
1902,PHI,7,138,56,81,N,,Philadelphia Phillies
1902,PIT,1,141,103,36,Y,,Pittsburgh Pirates
1902,SLA,2,139,78,58,N,,St. Louis Browns
1902,SLN,6,140,56,78,N,,St. Louis Cardinals
1902,WS1,6,138,61,75,N,,Washington Senators
1903,BOS,1,141,91,47,Y,Y,Boston Americans
1903,BRO,5,139,70,66,N,N,Brooklyn Superbas
1903,BSN,6,140,58,80,N,N,Boston Beaneaters
1903,CHA,7,138,60,77,N,N,Chicago White Sox
1903,CHN,3,139,82,56,N,N,Chicago Cubs
1903,CIN,4,141,74,65,N,N,Cincinnati Reds
1903,CLE,3,140,77,63,N,N,Cleveland Naps
1903,DET,5,137,65,71,N,N,Detroit Tigers
1903,NY1,2,142,84,55,N,N,New York Giants
1903,NYA,4,136,72,62,N,N,New York Highlanders
1903,PHA,2,137,75,60,N,N,Philadelphia Athletics
1903,PHI,7,139,49,86,N,N,Philadelphia Phillies
1903,PIT,1,141,91,49,Y,N,Pittsburgh Pirates
1903,SLA,6,139,65,74,N,N,St. Louis Browns
1903,SLN,8,139,43,94,N,N,St. Louis Cardinals
1903,WS1,8,140,43,94,N,N,Washington Senators
1904,BOS,1,157,95,59,Y,,Boston Americans
1904,BRO,6,154,56,97,N,,Brooklyn Superbas
1904,BSN,7,155,55,98,N,,Boston Beaneaters
1904,CHA,3,156,89,65,N,,Chicago White Sox
1904,CHN,2,156,93,60,N,,Chicago Cubs
1904,CIN,3,157,88,65,N,,Cincinnati Reds
1904,CLE,4,154,86,65,N,,Cleveland Naps
1904,DET,7,162,62,90,N,,Detroit Tigers
1904,NY1,1,157,106,47,Y,,New York Giants
1904,NYA,2,155,92,59,N,,New York Highlanders
1904,PHA,5,155,81,70,N,,Philadelphia Athletics
1904,PHI,8,155,52,100,N,,Philadelphia Phillies
1904,PIT,4,156,87,66,N,,Pittsburgh Pirates
1904,SLA,6,156,65,87,N,,St. Louis Browns
1904,SLN,5,154,75,79,N,,St. Louis Cardinals
1904,WS1,8,157,38,113,N,,Washington Senators
1905,BOS,4,153,78,74,N,N,Boston Americans
1905,BRO,8,155,48,104,N,N,Brooklyn Superbas
1905,BSN,7,156,51,103,N,N,Boston Beaneaters
1905,CHA,2,158,92,60,N,N,Chicago White Sox
1905,CHN,3,155,92,61,N,N,Chicago Cubs
1905,CIN,5,155,79,74,N,N,Cincinnati Reds
1905,CLE,5,155,76,78,N,N,Cleveland Naps
1905,DET,3,154,79,74,N,N,Detroit Tigers
1905,NY1,1,155,105,48,Y,Y,New York Giants
1905,NYA,6,152,71,78,N,N,New York Highlanders
1905,PHA,1,152,92,56,Y,N,Philadelphia Athletics
1905,PHI,4,155,83,69,N,N,Philadelphia Phillies
1905,PIT,2,155,96,57,N,N,Pittsburgh Pirates
1905,SLA,8,156,54,99,N,N,St. Louis Browns
1905,SLN,6,154,58,96,N,N,St. Louis Cardinals
1905,WS1,7,154,64,87,N,N,Washington Senators
1906,BOS,8,155,49,105,N,N,Boston Americans
1906,BRO,5,153,66,86,N,N,Brooklyn Superbas
1906,BSN,8,152,49,102,N,N,Boston Beaneaters
1906,CHA,1,154,93,58,Y,Y,Chicago White Sox
1906,CHN,1,154,116,36,Y,N,Chicago Cubs
1906,CIN,6,155,64,87,N,N,Cincinnati Reds
1906,CLE,3,157,89,64,N,N,Cleveland Naps
1906,DET,6,151,71,78,N,N,Detroit Tigers
1906,NY1,2,152,96,56,N,N,New York Giants
1906,NYA,2,155,90,61,N,N,New York Highlanders
1906,PHA,4,149,78,67,N,N,Philadelphia Athletics
1906,PHI,4,154,71,82,N,N,Philadelphia Phillies
1906,PIT,3,154,93,60,N,N,Pittsburgh Pirates
1906,SLA,5,154,76,73,N,N,St. Louis Browns
1906,SLN,7,154,52,98,N,N,St. Louis Cardinals
1906,WS1,7,151,55,95,N,N,Washington Senators
1907,BOS,7,155,59,90,N,N,Boston Americans
1907,BRO,5,153,65,83,N,N,Brooklyn Superbas
1907,BSN,7,152,58,90,N,N,Boston Doves
1907,CHA,3,157,87,64,N,N,Chicago White Sox
1907,CHN,1,155,107,45,Y,Y,Chicago Cubs
1907,CIN,6,156,66,87,N,N,Cincinnati Reds
1907,CLE,4,158,85,67,N,N,Cleveland Naps
1907,DET,1,153,92,58,Y,N,Detroit Tigers
1907,NY1,4,155,82,71,N,N,New York Giants
1907,NYA,5,152,70,78,N,N,New York Highlanders
1907,PHA,2,150,88,57,N,N,Philadelphia Athletics
1907,PHI,3,149,83,64,N,N,Philadelphia Phillies
1907,PIT,2,157,91,63,N,N,Pittsburgh Pirates
1907,SLA,6,155,69,83,N,N,St. Louis Browns
